Number;Name;Released_date;Retired_date;Retail;Value
76903-1;Chevrolet Corvette C8.R Race Car and 1968 Chevrolet Corvette;01.06.2021;01.04.2023;39.99;32.99
76904-1;Mopar Dodge..SRT Top Fuel Dragster and 1970 Dodge Challenger T.A;01.06.2021;01.01.2023;59.99;52.10
76905-1;Ford GT Heritage Edition and Bronco R;01.06.2021;01.12.2022;49.99;64.70
21056-1;Taj Mahal;01.06.2021;13.03.2025;119.99;105.59
10289-1;Bird of Paradise;01.06.2021;01.12.2023;99.99;119.53
40476-1;Daisy Duck;01.06.2021;31.12.2023;9.99;9.80
40477-1;Scrooge McDuck. Huey. Dewey & Louie;01.06.2021;01.03.2024;24.99;23.50
40479-1;Dalmatian;01.06.2021;01.06.2023;14.99;14.78
40495-1;Harry. Hermione. Ron & Hagrid;01.06.2021;01.01.2024;24.99;28.44
40496-1;Voldemort. Nagini & Bellatrix;01.06.2021;01.02.2023;24.99;25.62
60308-1;Seaside Police and Fire Mission;01.06.2021;30.11.2022;39.99;44.76
43196-1;Belle and the Beast's Castle;01.06.2021;01.12.2023;99.99;79.19
41667-1;Olivia's Gaming Cube;01.06.2021;05.02.2022;9.99;9.85
41668-1;Emma's Fashion Cube;01.06.2021;23.03.2022;9.99;9.86
41669-1;Mia's Soccer Cube;01.06.2021;23.03.2022;9.99;10.36
41670-1;Stephanie's Ballet Cube;01.06.2021;23.03.2022;9.99;9.78
41671-1;Andrea's Swimming Cube;01.06.2021;23.03.2022;9.99;8.87
41683-1;Forest Horseback Riding Center;01.06.2021;28.11.2022;64.99;58.13
41693-1;Surfer Beachfront;01.06.2021;01.01.2023;69.99;71.40
21171-1;The Horse Stable;01.06.2021;01.12.2022;19.99;20.05
21172-1;The Ruined Portal;01.06.2021;24.01.2024;29.99;26.39
21173-1;The Sky Tower;01.06.2021;01.01.2023;59.99;46.02
21174-1;The Modern Treehouse;01.06.2021;01.01.2023;119.99;115.33
21176-1;The Jungle Abomination;01.06.2021;01.12.2022;39.99;42.79
71734-1;Kai's Blade Cycle;01.06.2021;01.08.2022;9.99;10.81
71739-1;Ultra Sonic Raider;01.06.2021;30.09.2022;84.99;87.99
71749-1;Final Flight of Destiny's Bounty;01.06.2021;25.11.2022;39.99;35.20
71750-1;Lloyd's Hydro Mech;01.06.2021;01.11.2022;19.99;22.18
71752-1;Ninja Sub Speeder;01.06.2021;01.09.2022;39.99;37.07
71753-1;Fire Dragon Attack;01.06.2021;25.09.2022;49.99;53.09
71754-1;Water Dragon;01.06.2021;01.10.2023;79.99;66.75
71755-1;Temple of the Endless Sea;01.06.2021;01.11.2022;99.99;90.21
71756-1;Hydro Bounty;01.06.2021;01.06.2023;149.99;158.32
21327-1;Typewriter;01.07.2021;13.03.2025;249.99;219.99
10282-1;Adidas Originals Superstar;01.07.2021;01.09.2022;89.99;80.64
75296-1;Darth Vader Meditation Chamber;01.08.2021;01.11.2022;69.99;64.49
302105-1;Lumiere. Cogsworth and Sultan;01.01.2021;01.02.2021;0.00;2.70
952106-1;Sweeper;01.01.2021;01.02.2021;0.00;3.08
80028-1;The Bone Demon;01.07.2021;01.01.2023;99.99;163.74
80025-1;Sandy's Power Loader Mech;01.07.2021;01.01.2023;44.99;73.82
80026-1;Pigsy's Noodle Tank;01.07.2021;01.01.2023;49.99;79.55
11949-1;Parrot;01.01.2021;01.02.2021;0.00;4.36
11955-1;Lion;01.02.2021;01.03.2021;0.00;3.63
11954-1;UFO;01.11.2021;01.12.2021;0.00;3.61
11953-1;Gecko;01.01.2021;01.02.2021;0.00;4.17
11952-1;Wind Turbine and Wind Mill;01.01.2021;01.02.2021;0.00;3.01
11951-1;Orangutan;01.01.2021;01.02.2021;0.00;3.44
11950-1;Race Car;01.01.2021;01.02.2021;0.00;3.36
30389-1;Fuzzy & Mushroom Platform;01.04.2021;01.09.2021;3.99;7.15
30570-1;Wildlife Rescue Hovercraft;01.01.2021;01.01.2023;4.39;6.30
40500-1;Wizarding World Minifigure Accessory Set;01.06.2021;01.02.2022;14.99;18.78
71391-1;Bowser's Airship;01.08.2021;25.11.2022;99.99;87.00
75310-1;Duel on Mandalore;01.08.2021;01.12.2022;19.99;18.32
562104-1;Ice Cream shop;01.01.2021;01.01.2023;0.00;2.76
40490-1;Ninjago 10;01.06.2021;30.06.2021;29.99;28.11
40482-1;Hamster;01.08.2021;23.04.2022;14.99;22.78
40481-1;Cockatiel;01.08.2021;20.11.2022;14.99;14.30
40480-1;Ginger Tabby;01.08.2021;25.11.2022;14.99;34.81
10290-1;Pickup Truck;01.10.2021;15.11.2023;129.99;121.16
21328-1;Seinfeld;21.07.2021;29.11.2022;79.99;105.56
40492-1;La Catrina;01.08.2021;01.07.2022;9.99;15.81
10279-1;Volkswagen T2 Camper Van;01.08.2021;30.11.2022;159.99;158.40
75312-1;Boba Fett's Starship;01.08.2021;01.12.2023;49.99;41.95
75311-1;Imperial Armoured Marauder;01.08.2021;01.12.2022;39.99;39.00
40487-1;Sailboat Adventure;01.08.2021;29.08.2021;0.00;21.56
75315-1;Imperial Light Cruiser;01.08.2021;19.11.2022;159.99;146.54
75316-1;Mandalorian Starfighter;01.08.2021;01.12.2022;59.99;68.14
71388-1;Boss Sumo Bro Topple;01.08.2021;01.06.2023;29.99;24.60
71389-1;Lakitu Sky World;01.08.2021;15.12.2022;39.99;40.52
71390-1;Reznor Knockdown;01.08.2021;01.08.2023;69.99;61.60
71394-2;Amp;01.08.2021;23.03.2022;3.99;7.79
71394-3;Scuttlebug;01.08.2021;23.03.2022;3.99;7.79
71394-4;Parachute Bob-omb;01.08.2021;23.03.2022;3.99;7.79
71394-5;Swoop;01.08.2021;23.03.2022;3.99;7.79
30414-1;Emma's Magical Box;01.07.2021;01.07.2023;0.00;2.25
43193-1;Ariel. Belle. Cinderella and Tiana's Storybook Adventures;02.08.2021;01.02.2023;24.99;26.39
43195-1;Belle and Rapunzel's Royal Stables;02.08.2021;10.12.2022;49.99;40.15
75319-1;The Armorer's Mandalorian Forge;01.09.2021;01.02.2023;29.99;41.54
952108-1;Stunt Man;01.01.2021;01.02.2021;0.00;3.58
10284-1;Camp Nou;01.09.2021;01.12.2022;329.99;304.54
912175-1;AT-ST Raider;01.01.2021;01.02.2021;0.00;3.26
302107-1;Cinderella's Carriage;01.10.2021;01.11.2021;0.00;2.74
562105-1;Squirrel's Tree House;01.01.2021;01.01.2023;0.00;3.31
71395-1;Super Mario 64 Question Mark Block;01.10.2021;13.03.2025;199.99;175.99
21329-1;Fender Stratocaster;01.10.2021;13.03.2025;119.99;105.59
76391-1;Hogwarts Icons Collectors' Edition;15.09.2021;13.03.2025;299.99;263.99
30392-1;Hermione's Study Desk;01.08.2021;01.05.2022;4.39;8.30
912176-1;Clone Turbo Tank;01.01.2021;01.02.2021;0.00;3.88
10291-1;Queer Eye - The Fab 5 Loft;01.10.2021;29.03.2023;99.99;78.32
40478-1;Mini Disney Castle;01.10.2021;13.03.2025;39.99;35.19
10294-1;Titanic;08.11.2021;13.03.2025;679.99;598.39
21330-1;Home Alone;01.11.2021;13.03.2025;299.99;263.99
40452-1;Hogwarts Gryffindor Dorms;25.10.2021;07.11.2021;0.00;66.57
912177-1;Resistance A-Wing;23.10.2021;23.11.2021;0.00;3.27
40488-1;Coffee Cart;08.11.2021;14.11.2021;0.00;13.90
71397-1;Luigi's Mansion Lab and Poltergust;01.01.2022;25.04.2023;24.99;35.16
71399-1;Luigi's Mansion Entryway;01.01.2022;01.01.2023;39.99;41.62
71401-1;Luigi's Mansion Haunt-and-Seek;01.01.2022;23.03.2023;79.99;83.64
40483-1;Luke Skywalker's Lightsaber;26.11.2021;29.11.2021;0.00;109.99
80035-1;Galactic Explorer;01.01.2022;13.03.2025;99.99;114.39
80032-1;Chang'e Moon Cake Factory;01.01.2022;13.03.2025;49.99;61.59
80031-1;Mei's Dragon Car;01.01.2022;01.12.2022;39.99;59.13
80030-1;Monkie Kid's Staff Creations;01.01.2022;13.03.2025;29.99;35.19
80036-1;The City of Lanterns;01.01.2022;13.03.2025;139.99;140.79
912178-1;Republic Gunship;27.11.2021;27.12.2021;0.00;3.35
80034-1;Nezha's Fire Ring;01.01.2022;01.01.2024;79.99;113.87
80033-1;Evil Macaque's Mech;01.01.2022;25.11.2023;64.99;92.36
40557-1;Defence of Hoth;01.01.2022;31.12.2023;14.99;14.75
40558-1;Clone Trooper Command Station;01.01.2022;24.05.2023;14.99;20.96
21183-1;The Training Grounds;01.01.2022;13.02.2024;64.99;66.58
21181-1;The Rabbit Ranch;01.01.2022;13.03.2025;34.99;30.79
21180-1;The Guardian Battle;01.01.2022;13.03.2025;22.99;21.99
21179-1;The Mushroom House;01.01.2022;13.03.2025;19.99;21.99
21178-1;The Fox Lodge;01.01.2022;13.03.2025;19.99;17.59
21177-1;The Creeper Ambush;01.01.2022;04.01.2024;9.99;9.88
71765-1;Ninja Ultra Combo Mech;01.01.2022;01.11.2023;99.99;96.20
71767-1;Ninja Dojo Temple;01.01.2022;20.11.2023;99.99;114.40
71766-1;Lloyd's Legendary Dragon;01.01.2022;18.11.2023;64.99;66.92
71776-1;Jay and Nya's Race Car EVO;01.01.2022;13.03.2025;49.99;43.99
71763-1;Lloyd's Race Car EVO;01.01.2022;01.12.2023;29.99;30.67
71762-1;Kai's Fire Dragon EVO;01.01.2022;13.03.2025;29.99;30.79
71760-1;Jay's Thunder Dragon EVO;01.01.2022;01.12.2023;19.99;17.77
71761-1;Zane's Power Up Mech EVO;01.01.2022;01.12.2023;9.99;13.16
71757-1;Lloyd's Ninja Mech;01.01.2022;01.12.2023;9.99;11.06
43202-1;The Madrigal House;02.12.2021;13.03.2025;49.99;43.99
43200-1;Antonio's Magical Door;01.12.2021;01.12.2022;19.99;17.60
43201-1;Isabela's Magical Door;01.12.2021;01.12.2022;19.99;21.99
60322-1;Race Car;01.01.2022;10.11.2023;9.99;9.66
60323-1;Stunt Plane;01.01.2022;14.11.2023;9.99;9.94
60329-1;School Day;01.01.2022;01.11.2022;59.99;78.36
60343-1;Rescue Helicopter Transport;01.01.2022;13.11.2023;29.99;28.91
41703-1;Friendship Tree House;01.01.2022;24.11.2023;79.99;74.10
41701-1;Street Food Market;01.01.2022;23.11.2022;49.99;45.77
41707-1;Tree-Planting Vehicle;01.01.2022;02.01.2024;29.99;25.84
30416-1;Market Stall;01.01.2022;01.01.2024;3.99;8.08
30562-1;Monkie Kid's Underwater Journey;10.01.2022;27.01.2022;0.00;7.18
30588-1;Kids' Playground;01.01.2022;09.01.2022;4.39;7.18
30495-1;AT-ST;01.03.2022;13.03.2025;4.99;4.39
60351-1;Rocket Launch Center;01.03.2022;15.11.2023;149.99;140.76
40519-1;New York Postcard;01.01.2022;13.03.2025;14.99;13.19
40518-1;High-Speed Train;01.01.2022;13.03.2025;19.99;17.59
41697-1;Turtle Protection Vehicle;01.01.2022;13.03.2025;9.99;8.79
41695-1;Pet Clinic;01.01.2022;30.03.2023;19.99;17.54
41700-1;Beach Glamping;01.01.2022;01.12.2022;39.99;32.04
41702-1;Canal Houseboat;01.01.2022;28.11.2022;74.99;68.51
41704-1;Main Street Building;01.01.2022;23.10.2023;159.99;151.76
43203-1;Aurora. Merida and Tiana's Enchanted Creations;01.01.2022;13.03.2025;59.99;61.59
40540-1;Lion Dance Guy;01.01.2022;13.03.2025;9.99;8.79
40543-1;St. Bernard;01.01.2022;13.03.2025;14.99;13.19
40544-1;French Bulldog;01.01.2022;31.12.2023;14.99;15.87
40539-1;Ahsoka Tano;01.01.2022;31.12.2023;9.99;11.80
60350-1;Lunar Research Base;01.01.2022;25.11.2023;99.99;99.62
60327-1;Horse Transporter;01.01.2022;27.11.2023;29.99;26.31
60326-1;Picnic in the Park;01.01.2022;01.12.2022;14.99;18.65
10297-1;Boutique Hotel;01.01.2022;13.03.2025;229.99;202.39
30594-1;Monster Truck;01.01.2022;01.01.2024;4.99;5.26
30593-1;Lloyd Suit Mech;01.01.2022;01.01.2024;4.99;8.34
30592-1;Mini Thunder Raider;01.06.2022;01.06.2023;4.99;6.70
30589-1;Go-Kart Racer;01.06.2022;01.06.2023;4.99;7.41
30432-1;The Turtle Beach;01.04.2022;01.04.2023;3.99;9.58
30417-1;Garden Flower and Butterfly;01.01.2022;01.04.2022;3.99;4.92
40553-1;Woody & Bo Peep;01.02.2022;31.12.2023;19.99;19.91
40552-1;Buzz Lightyear;01.02.2022;15.09.2022;9.99;11.36
71402-10;Para-Biddybud;01.01.2022;01.03.2023;3.99;8.14
71402-9;Coin Coffer;01.01.2022;01.03.2023;3.99;7.38
71402-8;Stingby;01.01.2022;01.03.2023;3.99;6.71
71402-7;Baby Penguin;01.01.2022;01.03.2023;3.99;7.38
71402-6;Bully;01.01.2022;01.03.2023;3.99;7.38
71402-5;Scaredy Rat;01.01.2022;01.03.2023;3.99;7.38
71402-4;Goombrat;01.01.2022;01.03.2023;3.99;7.38
71402-3;Ant Trooper;01.01.2022;01.03.2023;3.99;7.38
71402-2;Mechakoopa;01.01.2022;01.03.2023;3.99;9.79
71402-1;Freezie;01.01.2022;01.03.2023;3.99;7.38
75321-1;The Razor Crest Microfighter;01.01.2022;25.12.2022;9.99;14.95
21331-1;Sonic the Hedgehog - Green Hill Zone;01.01.2022;13.03.2025;79.99;70.39
75322-1;Hoth AT-ST;02.01.2022;25.10.2023;49.99;43.99
75320-1;Snowtrooper Battle Pack;02.01.2022;08.11.2023;19.99;21.94
43208-1;Jasmine and Mulan's Adventure;02.01.2022;13.03.2025;44.99;39.59
71396-1;Bowser Jr.'s Clown Car;02.01.2022;15.03.2023;9.99;13.15
71398-1;Dorrie's Beachfront;02.01.2022;05.01.2023;29.99;27.48
71400-1;Big Urchin Beach Ride;02.01.2022;20.01.2023;59.99;52.00
76399-1;Hogwarts Magical Trunk;01.03.2022;01.01.2024;64.99;51.41
562201-1;Hair Salon;01.01.2022;30.01.2022;0.00;2.85
76398-1;Hogwarts Hospital Wing;01.03.2022;31.12.2023;49.99;44.40
11963-1;Dinosaur;01.04.2022;01.06.2022;0.00;3.44
11962-1;Robot;01.01.2022;01.02.2022;0.00;3.26
40559-1;Road Runner & Wile E. Coyote;01.02.2022;16.04.2023;19.99;22.16
21332-1;The Globe;01.02.2022;13.03.2025;229.99;202.39
11961-1;Helicopter;01.01.2022;01.02.2022;0.00;3.54
40550-1;Chip & Dale;01.03.2022;13.03.2025;19.99;17.59
75328-1;The Mandalorian Helmet;01.03.2022;13.03.2025;69.99;61.59
75327-1;Luke Skywalker Red Five Helmet;01.03.2022;15.11.2023;69.99;61.59
76909-1;Mercedes-AMG F1 W12 E Performance & Mercedes-AMG Project One;01.03.2022;13.03.2025;44.99;30.79
70689-1;Lloyd's Spinjitzu Ninja Training;01.03.2022;15.12.2022;9.99;12.67
70688-1;Kai's Spinjitzu Ninja Training;01.03.2022;15.12.2022;9.99;9.86
75324-1;Dark Trooper Attack;01.03.2022;01.12.2023;34.99;29.92
76910-1;Aston Martin Valkyrie AMR Pro and Aston Martin Vantage GT3;01.03.2022;31.12.2023;44.99;34.57
70690-1;Jay's Spinjitzu Ninja Training;01.03.2022;15.12.2022;9.99;9.03
60349-1;Lunar Space Station;01.03.2022;24.11.2023;59.99;62.36
76396-1;Hogwarts Moment: Divination Class;01.03.2022;01.12.2022;29.99;33.18
40549-1;Demogorgon & Eleven;02.02.2022;20.11.2022;19.99;28.09
75343-1;Dark Trooper Helmet;01.03.2022;31.12.2023;69.99;68.86
60348-1;Lunar Roving Vehicle;01.03.2022;13.11.2023;34.99;32.84
76907-1;Lotus Evija;01.03.2022;13.03.2025;24.99;17.59
76908-1;Lamborghini Countach;01.03.2022;13.03.2025;24.99;17.59
76906-1;1970 Ferrari 512 M;01.03.2022;13.03.2025;24.99;17.59
71764-1;Ninja Training Center;01.03.2022;01.01.2023;39.99;44.34
41709-1;Vacation Beach House;01.03.2022;14.12.2022;69.99;74.35
41718-1;Pet Day-Care Center;01.03.2022;13.03.2025;64.99;61.59
11019-1;Bricks and Functions;01.03.2022;13.03.2025;34.99;26.39
41699-1;Pet Adoption Cafe;01.03.2022;13.03.2025;29.99;26.39
41694-1;Pet Clinic Ambulance;01.03.2022;01.01.2023;9.99;9.43
11017-1;Creative Monsters;01.03.2022;13.03.2025;9.99;8.79
41698-1;Pet Playground;01.03.2022;01.12.2022;19.99;20.35
76397-1;Hogwarts Moment: Defence Against the Dark Arts Class;01.03.2022;01.12.2022;29.99;32.05
40548-1;Spice Girls Tribute;01.03.2022;01.03.2024;49.99;48.75
10299-1;Real Madrid - Santiago Bernabéu Stadium;01.03.2022;24.11.2023;399.99;355.33
75326-1;Boba Fett's Throne Room;01.03.2022;24.11.2023;99.99;87.99
75325-1;The Mandalorian's N-1 Starfighter;01.03.2022;13.03.2025;64.99;52.79
76989-1;Horizon Forbidden West: Tallneck;01.05.2022;31.12.2023;89.99;81.52
10298-1;Vespa 125;01.03.2022;13.03.2025;99.99;87.99
40517-1;Vespa;01.03.2022;13.03.2025;9.99;8.79
11018-1;Creative Ocean Fun;01.03.2022;13.03.2025;19.99;17.59
43207-1;Ariel's Underwater Palace;01.03.2022;13.03.2025;99.99;87.99
71403-1;Adventures with Peach;01.08.2022;13.03.2025;59.99;52.79
71408-1;Princess Peach's Castle;01.08.2022;13.03.2025;129.99;114.39
71409-1;Big Spike's Cloudtop Challenge;01.08.2022;13.03.2025;69.99;61.59
71405-1;Fuzzy Flippers;01.08.2022;01.06.2023;24.99;18.21
71404-1;Goomba's Shoe;01.08.2022;13.03.2025;9.99;8.79
71407-1;Cat Peach Suit and Frozen Tower;01.08.2022;13.03.2025;69.99;70.39
71406-1;Yoshi's Gift House;01.08.2022;01.12.2023;34.99;22.87
662102-1;TNT Launcher and Skeleton;01.01.2022;01.02.2022;0.00;3.69
10300-1;Back to the Future Time Machine;01.04.2022;13.03.2025;199.99;175.99
6382975-1;Tantive IV;03.05.2019;03.05.2021;0.00;22.66
6385434-1;Golden Snitch;01.10.2018;01.10.2020;0.00;15.55
40547-1;Obi-Wan Kenobi and Darth Vader;01.08.2022;13.03.2025;19.99;17.59
75329-1;Death Star Trench Run Diorama;26.04.2022;25.11.2023;69.99;57.16
75330-1;Dagobah Jedi Training Diorama;26.04.2022;25.11.2023;89.99;70.67
75339-1;Death Star Trash Compactor Diorama;26.04.2022;27.11.2023;89.99;71.34
75342-1;Republic Fighter Tank;26.04.2022;01.12.2023;44.99;39.60
76830-1;Zyclops Chase;24.04.2022;13.03.2025;19.99;17.59
76831-1;Zurg Battle;24.04.2022;31.12.2023;34.99;26.36
76832-1;XL-15 Spaceship;24.04.2022;13.03.2025;49.99;43.99
912282-1;AT-AT;01.01.2022;01.02.2022;0.00;3.45
11021-1;90 Years of Play;01.05.2022;13.03.2025;49.99;43.99
41713-1;Olivia's Space Academy;01.05.2022;13.03.2025;69.99;61.59
4000038-1;LEGO Campus;01.04.2022;02.04.2022;0.00;555.14
30434-1;Aston Martin Valkyrie AMR Pro;01.06.2022;01.06.2023;3.99;8.43
76400-1;Hogwarts Carriage and Thestrals;19.06.2022;01.12.2023;19.99;19.35
76408-1;12 Grimmauld Place;19.06.2022;01.01.2024;129.99;126.40
76403-1;The Ministry of Magic;19.06.2022;20.12.2023;99.99;70.95
76407-1;The Shrieking Shack & Whomping Willow;19.06.2022;13.03.2025;89.99;79.19
76402-1;Hogwarts: Dumbledore's Office;19.06.2022;13.03.2025;89.99;70.39
76401-1;Hogwarts Courtyard: Sirius's Rescue;19.06.2022;31.12.2023;49.99;44.37
76406-1;Hungarian Horntail Dragon;19.06.2022;31.12.2023;49.99;59.07
10309-1;Succulents;01.05.2022;13.03.2025;49.99;43.99
10311-1;Orchid;01.05.2022;13.03.2025;49.99;43.99
40531-1;Lars Family Homestead Kitchen;01.05.2022;08.05.2022;0.00;28.17
41714-1;Andrea's Theatre School;29.05.2022;13.03.2025;99.99;87.99
912280-1;Millennium Falcon;01.01.2021;01.02.2021;0.00;3.93
892287-1;Glutinous;01.01.2022;01.02.2022;0.00;3.00
40526-1;Electric Scooters & Charging Dock;01.06.2022;30.04.2023;12.99;14.09
21184-1;The Bakery;01.06.2022;13.03.2025;22.99;21.99
21185-1;The Nether Bastion;01.06.2022;01.12.2023;34.99;32.79
21186-1;The Ice Castle;01.06.2022;04.01.2024;49.99;38.54
21188-1;The Llama Village;01.06.2022;23.11.2023;129.99;127.66
41696-1;Pony-Washing Stable;29.05.2022;13.03.2025;9.99;8.79
41705-1;Heartlake City Pizzeria;29.05.2022;13.03.2025;14.99;13.19
41708-1;Roller Disco Arcade;01.06.2022;01.12.2023;59.99;53.20
41710-1;Surfer Beach Fun;01.06.2022;30.03.2023;29.99;32.05
41711-1;Emma's Art School;01.06.2022;24.11.2023;69.99;73.71
41712-1;Recycling Truck;01.06.2022;13.03.2025;19.99;17.59
41715-1;Ice Cream Truck;01.06.2022;13.03.2025;19.99;17.59
41716-1;Stephanie's Sailing Adventure;29.05.2022;13.03.2025;44.99;35.19
41717-1;Mia's Wildlife Rescue;01.08.2022;01.12.2023;49.99;43.99
41719-1;Mobile Fashion Boutique;01.06.2022;13.03.2025;9.99;8.79
41720-1;Water Park;01.06.2022;13.03.2025;59.99;43.99
71771-1;The Crystal King Temple;01.06.2022;01.12.2023;79.99;77.99
71772-1;The Crystal King;01.06.2022;01.12.2023;64.99;65.96
71773-1;Kai's Golden Dragon Raider;01.06.2022;13.03.2025;99.99;79.19
71774-1;Lloyd's Golden Ultra Dragon;01.06.2022;01.12.2023;149.99;145.11
71775-1;Nya's Samurai X MECH;01.06.2022;01.12.2023;119.99;108.23
80038-1;Monkie Kid's Team Van;01.06.2022;13.03.2025;99.99;114.39
80039-1;The Heavenly Realms;01.06.2022;01.12.2023;169.99;204.72
40560-1;Professors of Hogwarts;01.06.2022;24.12.2023;39.99;43.85
30435-1;Build Your Own Hogwarts Castle;01.06.2022;31.07.2022;3.99;7.48
21187-1;The Red Barn;01.06.2022;27.08.2023;99.99;92.69
30510-1;90 Years of Play;09.06.2022;01.11.2022;0.00;2.97
80037-1;Dragon of the East;01.06.2022;13.03.2025;59.99;70.39
41721-1;Organic Farm;01.06.2022;13.03.2025;84.99;79.19
41722-1;Horse Show Trailer;01.06.2022;01.01.2024;99.99;100.76
11022-1;Space Mission;01.06.2022;13.03.2025;79.99;61.59
11020-1;Build Together;01.06.2022;13.03.2025;99.99;87.99
21058-1;The Great Pyramid of Giza;01.06.2022;13.03.2025;139.99;114.39
60313-1;Space Ride Amusement Truck;01.06.2022;13.03.2025;39.99;43.99
60354-1;Mars Spacecraft Exploration Missions;01.06.2022;13.03.2025;29.99;35.19
60353-1;Wild Animal Rescue Missions;01.06.2022;13.03.2025;29.99;35.19
60347-1;Grocery Store;01.06.2022;06.10.2022;59.99;79.48
11964-1;Submarine;01.01.2022;01.02.2022;0.00;3.30
6291437-1;Sakura Tree;01.01.2021;01.01.2023;0.00;51.92
10302-1;Optimus Prime;01.06.2022;13.03.2025;179.99;158.39
40533-1;Cosmic Cardboard Adventures;16.05.2022;30.05.2022;0.00;15.03
21333-1;Vincent van Gogh - The Starry Night;01.06.2022;13.03.2025;169.99;149.59
75333-1;Obi-Wan Kenobi's Jedi Starfighter;01.08.2022;13.03.2025;34.99;26.39
75335-1;BD-1;01.08.2022;31.12.2023;99.99;94.19
75336-1;Inquisitor Transport Scythe;01.08.2022;25.11.2023;99.99;95.27
75338-1;Ambush on Ferrix;01.08.2022;01.12.2023;79.99;63.75
912284-1;Razor Crest;01.01.2022;01.02.2022;0.00;4.44
562106-1;Stephanie's Cookie Kitchen;01.01.2021;01.01.2023;0.00;2.43
10303-1;Loop Coaster;01.07.2022;13.03.2025;399.99;351.99
10497-1;Galaxy Explorer;01.08.2022;01.12.2023;99.99;71.46
43206-1;Cinderella and Prince Charming's Castle;01.06.2022;13.03.2025;84.99;79.19
71759-1;Ninja Dragon Temple;01.08.2022;13.03.2025;44.99;39.59
71768-1;Jay's Golden Dragon Motorbike;01.06.2022;01.12.2023;19.99;17.78
71769-1;Cole's Dragon Cruiser;01.06.2022;01.12.2023;44.99;38.95
71770-1;Zane's Golden Dragon Jet;01.06.2022;13.03.2025;29.99;30.79
75334-1;Obi-Wan Kenobi vs. Darth Vader;01.08.2022;01.03.2023;49.99;39.61
662203-1;Iron Golem;01.01.2022;01.02.2022;0.00;7.18
21334-1;Jazz Quartet;01.07.2022;13.03.2025;99.99;87.99
40542-1;FC Barcelona Go Brick Me;01.08.2022;13.03.2025;19.99;17.59
10305-1;Lion Knights' Castle;08.08.2022;13.03.2025;399.99;351.99
21189-1;The Skeleton Dungeon;01.08.2022;13.03.2025;29.99;30.79
21190-1;The Abandoned Village;01.08.2022;04.12.2023;44.99;35.61
11965-1;Excavator;01.08.2022;01.09.2022;0.00;3.56
30509-1;Yellow Yoshi’s Fruit Tree Expansion;08.08.2022;15.08.2022;0.00;3.36
40654-1;Beijing Postcard;01.08.2022;13.03.2025;14.99;13.19
40546-1;Poodles;01.08.2022;15.02.2023;14.99;16.67
40545-1;Koi Fish;01.08.2022;01.01.2023;14.99;22.11
40568-1;Paris Postcard;01.08.2022;13.03.2025;14.99;13.19
40521-1;Mini Disney The Haunted Mansion;01.08.2022;13.03.2025;39.99;35.19
71412-1;Big Bad Island;01.08.2022;13.03.2025;44.99;39.59
40569-1;London Postcard;01.08.2022;13.03.2025;14.99;13.19
71410-1;Red Yoshi;01.08.2022;01.02.2023;5.99;9.69
71410-2;Baby Yoshi;01.08.2022;01.02.2023;5.99;5.76
71410-3;Purple Toad;01.08.2022;01.02.2023;5.99;8.23
71410-4;Hammer Bro;01.08.2022;01.02.2023;5.99;7.26
71410-5;Blue Shy Guy;01.08.2022;01.02.2023;5.99;6.43
71410-6;Magikoopa;01.08.2022;01.02.2023;5.99;5.46
71410-7;Nabbit;01.08.2022;01.02.2023;5.99;11.10
71410-8;Waddlewing;01.08.2022;01.02.2023;5.99;5.76
71411-1;The Mighty Bowser;01.10.2022;13.03.2025;269.99;237.59
562204-1;Fruit Stand;01.01.2022;01.01.2024;0.00;2.90
40577-1;Hogwarts: Grand Staircase;15.07.2022;31.07.2022;0.00;70.76
21336-1;The Office;01.10.2022;13.03.2025;119.99;105.59
10304-1;Chevrolet Camaro Z.28 1969;01.08.2022;13.03.2025;169.99;149.59
10306-1;Atari 2600;01.08.2022;13.03.2025;239.99;211.19
40554-1;Jake Sully & his Avatar;01.10.2022;13.03.2025;19.99;17.59
76912-1;Fast & Furious 1970 Dodge Charger R.T;26.07.2022;31.12.2023;24.99;19.38
76911-1;007 Aston Martin DB5;26.07.2022;31.12.2023;24.99;17.57
75323-1;The Justifier;26.07.2022;25.11.2023;169.99;121.78
75337-1;AT-TE Walker;01.08.2022;13.03.2025;139.99;123.19
43205-1;Ultimate Adventure Castle;01.08.2022;13.03.2025;99.99;87.99
662204-1;Minecraft Miner and Creeper;01.01.2022;01.02.2022;0.00;4.89
472201-1;Cute Foal with Food and Water Pump;01.01.2022;01.01.2024;0.00;3.17
40541-1;Manchester United Go Brick Me;01.09.2022;13.03.2025;19.99;17.59
75332-1;AT-ST;03.08.2022;13.03.2025;34.99;30.79
76405-1;Hogwarts Express Collectors' Edition;31.08.2022;13.03.2025;499.99;439.99
11966-1;Pirate Ship;01.01.2022;01.02.2022;0.00;4.30
21335-1;Motorized Lighthouse;01.09.2022;13.03.2025;299.99;263.99
40578-1;Sandwich Shop;16.09.2022;30.09.2022;0.00;11.29
912287-1;Mandalorian Starfighter;01.01.2022;01.02.2022;0.00;3.70
11967-1;Dragon;01.01.2022;01.02.2022;0.00;3.91
40566-1;Ray the Castaway;01.10.2022;13.10.2022;0.00;17.59
912288-1;TIE Whisper;01.01.2022;01.02.2022;0.00;3.35
